1. open,2. high,3. low,4. close,5. volume
44.1273,44.2836,44.1036,44.2705,5054084
44.0326,44.1841,44.0231,44.1226,6537872
44.0776,44.2434,43.997,44.0349,8874340
44.0989,44.3263,44.0207,44.0728,9504152
43.9686,44.1083,43.8668,44.1036,699636
43.9355,44.042,43.8668,43.9591,211876
43.8644,43.9165,43.8644,43.8881,14560
43.8194,43.8194,43.7341,43.817,27556
44.0515,44.0681,43.8289,43.8289,51424
44.3499,44.3713,44.3499,44.3499,12900
44.3665,44.3665,44.3405,44.3405,13672
44.3594,44.3665,44.3286,44.357,65200
44.3594,44.3878,44.3286,44.3618,9174616
44.3997,44.447,44.2386,44.3641,9767444
43.8407,43.8597,43.8194,43.8407,19460
43.817,43.8407,43.817,43.8407,12084
43.8431,43.862,43.7697,43.8407,1831860
43.322,44.1192,43.322,43.8431,18898120
44.151,44.1652,43.322,43.322,21504732
44.1273,44.1605,44.0776,44.1486,4881024
44.087,44.1462,44.0539,44.1285,3795352
44.0847,44.1984,44.042,44.0864,5609400
44.106,44.1747,44.0397,44.0847,5645532
44.1699,44.2362,44.0562,44.1042,7788084
44.1462,44.3357,44.1131,44.1735,9054444
44.1723,44.2647,44.1344,44.151,189880
44.1889,44.2434,44.1297,44.2078,113884
44.2836,44.2884,44.1439,44.1841,99968
44.3594,44.3594,44.2907,44.2907,4708
44.1628,44.3618,44.1628,44.3381,34336
43.9591,43.9947,43.9331,43.9947,10420
43.9805,44.0065,43.8952,43.9473,18652
43.952,43.9828,43.9355,43.9805,21136
43.9355,43.9662,43.8573,43.9662,5934188
44.0444,44.1036,43.881,43.9378,10900612
43.8348,44.0444,43.8052,44.0444,5260180
43.836,43.8881,43.7839,43.8336,4198308
43.862,43.8762,43.7223,43.8312,5736780
43.926,43.9733,43.7342,43.8597,7292400
43.8241,43.9518,43.6725,43.9283,11233852
43.4949,43.862,43.4428,43.817,9766376
43.7886,43.8117,43.4949,43.4949,276636
43.7862,43.8099,43.7104,43.7412,149992
43.7223,43.8147,43.7223,43.8147,5712
43.7578,43.7578,43.7223,43.7223,8868
43.7626,43.7626,43.7389,43.7389,14600
43.6725,43.7318,43.6512,43.7318,38776
43.6512,43.7057,43.6181,43.6418,57100
43.6228,43.6725,43.6039,43.6678,22788
43.6181,44.4595,43.5944,44.4595,9095140
43.8028,43.9212,43.5873,43.6193,19581772
43.817,43.9544,43.7341,43.7981,8317760
43.881,43.9331,43.6654,43.8218,11251980
44.2339,44.2765,43.8739,43.8762,8498816
44.2173,44.3191,44.1036,44.241,10978116
44.1344,44.357,44.0586,44.2126,11212056
43.7957,44.1581,43.7957,44.1391,9410692
43.7886,44.0349,43.3907,43.7744,500660
43.4973,43.8454,43.3907,43.7673,256928
43.4381,43.5091,43.4381,43.4618,32536
43.296,43.5044,43.296,43.5044,20476
43.5541,43.5541,43.2249,43.2249,50200
43.6868,43.7152,43.6536,43.7152,88508
43.6489,43.6986,43.6489,43.6631,26332
43.656,43.6725,43.6512,43.6512,33672
43.682,43.8349,43.6583,43.6702,10539312
43.9118,43.9402,43.5802,43.6844,15911840
44.1581,44.1794,43.8999,43.9165,7274908
43.9165,44.1652,43.8976,44.157,8523224
43.7725,43.9331,43.7673,43.9118,6683856
43.7697,43.8691,43.6891,43.7768,8176624
43.6702,43.8241,43.6086,43.772,15710308
43.412,43.7128,43.2344,43.6702,13240492
43.3433,43.4854,43.2368,43.3954,300616
43.2841,43.3433,43.2344,43.2699,65832
43.3481,43.3481,43.2533,43.3078,23952
43.3196,43.3481,43.2912,43.2936,25124
43.4144,43.4144,43.367,43.367,4480
43.1657,43.1657,43.1207,43.1467,60372
43.142,43.1775,43.1302,43.1657,22120
43.1467,43.1467,43.1112,43.1136,14352
43.1467,43.2965,43.0378,43.1303,10788584
42.8957,43.3054,42.8507,43.1491,21132316
43.0544,43.0839,42.8057,42.8933,8210428
42.917,43.1704,42.8317,43.052,10187664
43.1846,43.1965,42.8104,42.9194,14926500
43.4286,43.4594,43.1491,43.1823,13001148
43.4144,43.6038,43.3741,43.4286,14036828
43.3931,43.7981,43.3386,43.4239,13349924
43.2983,43.4973,43.296,43.3978,457392
43.3433,43.4357,43.2746,43.4191,232784
43.3433,43.367,43.2841,43.3433,48612
43.3907,43.4736,43.2723,43.3078,26360
43.6986,43.6986,43.4641,43.4641,12036
43.7933,43.8028,43.7815,43.8028,6220
43.7981,43.8147,43.7886,43.7933,29604
43.8218,43.8336,43.7981,43.7981,17708
43.7981,44.0468,43.7981,43.817,27481184
44.0018,44.0539,43.746,43.7981,13419980
44.0018,44.0231,43.926,44.0018,4310168
43.9769,44.0444,43.9544,44.0018,5224704
43.8798,43.9816,43.836,43.9781,4339800
43.971,43.9864,43.8573,43.8786,6240604
43.9449,44.0231,43.7744,43.9733,10137724
44.1131,44.1581,43.8431,43.9473,7444304
44.1012,44.2007,44.0373,44.1012,156792
44.1723,44.1723,44.0539,44.0941,67376
44.0705,44.1012,44.0705,44.1012,2516
44.0657,44.0657,44.0657,44.0657,1200
44.0065,44.0278,44.0065,44.0278,2400
43.8526,43.8526,43.817,43.836,19436
43.8526,43.8762,43.8218,43.8218,45276
43.8507,43.8732,43.8052,43.8431,64320
43.926,43.926,43.8218,43.8218,8960184
46.6947,46.8961,46.6379,46.8842,1349096
